invoice_date,stock_code,description,weekly_demand,active_days,complete_week
2010-05-30,85099B,JUMBO BAG RED RETROSPOT,760,6,True
2010-06-06,85099B,JUMBO BAG RED RETROSPOT,718,5,True
2010-06-13,85099B,JUMBO BAG RED RETROSPOT,963,6,True
2010-06-20,85099B,JUMBO BAG RED RETROSPOT,696,6,True
2010-06-27,85099B,JUMBO BAG RED RETROSPOT,750,6,True
2010-07-04,85099B,JUMBO BAG RED RETROSPOT,1415,6,True
2010-07-11,85099B,JUMBO BAG RED RETROSPOT,654,6,True
2010-07-18,85099B,JUMBO BAG RED RETROSPOT,865,6,True
2010-07-25,85099B,JUMBO BAG RED RETROSPOT,1266,6,True
2010-08-01,85099B,JUMBO BAG RED RETROSPOT,618,6,True
2010-08-08,85099B,JUMBO BAG RED RETROSPOT,726,6,True
2010-08-15,85099B,JUMBO BAG RED RETROSPOT,893,6,True
2010-08-22,85099B,JUMBO BAG RED RETROSPOT,189,6,True
2010-08-29,85099B,JUMBO BAG RED RETROSPOT,1,6,True
2010-09-05,85099B,JUMBO BAG RED RETROSPOT,1879,5,True
2010-09-12,85099B,JUMBO BAG RED RETROSPOT,1313,6,True
2010-09-19,85099B,JUMBO BAG RED RETROSPOT,1118,6,True
2010-09-26,85099B,JUMBO BAG RED RETROSPOT,1381,6,True
2010-10-03,85099B,JUMBO BAG RED RETROSPOT,1597,6,True
2010-10-10,85099B,JUMBO BAG RED RETROSPOT,956,6,True
2010-10-17,85099B,JUMBO BAG RED RETROSPOT,1856,6,True
2010-10-24,85099B,JUMBO BAG RED RETROSPOT,783,6,True
2010-10-31,85099B,JUMBO BAG RED RETROSPOT,515,6,True
2010-11-07,85099B,JUMBO BAG RED RETROSPOT,793,6,True
2010-11-14,85099B,JUMBO BAG RED RETROSPOT,2124,6,True
2010-11-21,85099B,JUMBO BAG RED RETROSPOT,1215,6,True
2010-11-28,85099B,JUMBO BAG RED RETROSPOT,1223,6,True
2010-12-05,85099B,JUMBO BAG RED RETROSPOT,1747,6,True
2010-12-12,85099B,JUMBO BAG RED RETROSPOT,852,6,True
2010-12-19,85099B,JUMBO BAG RED RETROSPOT,427,6,True
2010-12-26,85099B,JUMBO BAG RED RETROSPOT,180,4,False
2011-01-02,85099B,JUMBO BAG RED RETROSPOT,0,0,False
2011-01-09,85099B,JUMBO BAG RED RETROSPOT,1374,5,True
2011-01-16,85099B,JUMBO BAG RED RETROSPOT,225,6,True
2011-01-23,85099B,JUMBO BAG RED RETROSPOT,594,6,True
2011-01-30,85099B,JUMBO BAG RED RETROSPOT,502,6,True
2011-02-06,85099B,JUMBO BAG RED RETROSPOT,965,6,True
2011-02-13,85099B,JUMBO BAG RED RETROSPOT,288,6,True
2011-02-20,85099B,JUMBO BAG RED RETROSPOT,985,6,True
2011-02-27,85099B,JUMBO BAG RED RETROSPOT,810,6,True
2011-03-06,85099B,JUMBO BAG RED RETROSPOT,624,6,True
2011-03-13,85099B,JUMBO BAG RED RETROSPOT,738,6,True
2011-03-20,85099B,JUMBO BAG RED RETROSPOT,1546,6,True
2011-03-27,85099B,JUMBO BAG RED RETROSPOT,1379,6,True
2011-04-03,85099B,JUMBO BAG RED RETROSPOT,1103,6,True
2011-04-10,85099B,JUMBO BAG RED RETROSPOT,975,6,True
2011-04-17,85099B,JUMBO BAG RED RETROSPOT,616,6,True
2011-04-24,85099B,JUMBO BAG RED RETROSPOT,549,4,False
2011-05-01,85099B,JUMBO BAG RED RETROSPOT,385,4,False
2011-05-08,85099B,JUMBO BAG RED RETROSPOT,380,5,True
2011-05-15,85099B,JUMBO BAG RED RETROSPOT,1206,6,True
2011-05-22,85099B,JUMBO BAG RED RETROSPOT,978,6,True
2011-05-29,85099B,JUMBO BAG RED RETROSPOT,933,6,True
2011-06-05,85099B,JUMBO BAG RED RETROSPOT,273,5,True
2011-06-12,85099B,JUMBO BAG RED RETROSPOT,883,6,True
2011-06-19,85099B,JUMBO BAG RED RETROSPOT,959,6,True
2011-06-26,85099B,JUMBO BAG RED RETROSPOT,841,6,True
2011-07-03,85099B,JUMBO BAG RED RETROSPOT,815,6,True
2011-07-10,85099B,JUMBO BAG RED RETROSPOT,1364,6,True
2011-07-17,85099B,JUMBO BAG RED RETROSPOT,431,6,True
2011-07-24,85099B,JUMBO BAG RED RETROSPOT,732,6,True
2011-07-31,85099B,JUMBO BAG RED RETROSPOT,540,6,True
2011-08-07,85099B,JUMBO BAG RED RETROSPOT,1050,6,True
2011-08-14,85099B,JUMBO BAG RED RETROSPOT,1373,6,True
2011-08-21,85099B,JUMBO BAG RED RETROSPOT,1356,6,True
2011-08-28,85099B,JUMBO BAG RED RETROSPOT,1418,6,True
2011-09-04,85099B,JUMBO BAG RED RETROSPOT,717,5,True
2011-09-11,85099B,JUMBO BAG RED RETROSPOT,556,6,True
2011-09-18,85099B,JUMBO BAG RED RETROSPOT,741,6,True
2011-09-25,85099B,JUMBO BAG RED RETROSPOT,1667,6,True
2011-10-02,85099B,JUMBO BAG RED RETROSPOT,929,6,True
2011-10-09,85099B,JUMBO BAG RED RETROSPOT,2569,6,True
2011-10-16,85099B,JUMBO BAG RED RETROSPOT,647,6,True
2011-10-23,85099B,JUMBO BAG RED RETROSPOT,1045,6,True
2011-10-30,85099B,JUMBO BAG RED RETROSPOT,500,6,True
2011-11-06,85099B,JUMBO BAG RED RETROSPOT,1063,6,True
2011-11-13,85099B,JUMBO BAG RED RETROSPOT,1999,6,True
2011-11-20,85099B,JUMBO BAG RED RETROSPOT,1602,6,True
2011-11-27,85099B,JUMBO BAG RED RETROSPOT,753,6,True
2011-12-04,85099B,JUMBO BAG RED RETROSPOT,1050,6,True
2011-12-11,85099B,JUMBO BAG RED RETROSPOT,451,5,True
2009-12-06,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1817,6,True
2009-12-13,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3171,6,True
2009-12-20,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1291,6,True
2009-12-27,85123A,WHITE HANGING HEART T-LIGHT HOLDER,127,3,False
2010-01-03,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,0,False
2010-01-10,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1773,6,True
2010-01-17,85123A,WHITE HANGING HEART T-LIGHT HOLDER,919,6,True
2010-01-24,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1410,6,True
2010-01-31,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1382,6,True
2010-02-07,85123A,WHITE HANGING HEART T-LIGHT HOLDER,727,6,True
2010-02-14,85123A,WHITE HANGING HEART T-LIGHT HOLDER,580,6,True
2010-02-21,85123A,WHITE HANGING HEART T-LIGHT HOLDER,669,6,True
2010-02-28,85123A,WHITE HANGING HEART T-LIGHT HOLDER,929,6,True
2010-03-07,85123A,WHITE HANGING HEART T-LIGHT HOLDER,838,6,True
2010-03-14,85123A,WHITE HANGING HEART T-LIGHT HOLDER,848,6,True
2010-03-21,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1490,6,True
2010-03-28,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1184,6,True
2010-04-04,85123A,WHITE HANGING HEART T-LIGHT HOLDER,900,4,False
2010-04-11,85123A,WHITE HANGING HEART T-LIGHT HOLDER,905,5,True
2010-04-18,85123A,WHITE HANGING HEART T-LIGHT HOLDER,848,6,True
2010-04-25,85123A,WHITE HANGING HEART T-LIGHT HOLDER,695,6,True
2010-05-02,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1120,6,True
2010-05-09,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1053,5,True
2010-05-16,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1105,6,True
2010-05-23,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1253,6,True
2010-05-30,85123A,WHITE HANGING HEART T-LIGHT HOLDER,954,6,True
2010-06-06,85123A,WHITE HANGING HEART T-LIGHT HOLDER,545,5,True
2010-06-13,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1583,6,True
2010-06-20,85123A,WHITE HANGING HEART T-LIGHT HOLDER,586,6,True
2010-06-27,85123A,WHITE HANGING HEART T-LIGHT HOLDER,777,6,True
2010-07-04,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1209,6,True
2010-07-11,85123A,WHITE HANGING HEART T-LIGHT HOLDER,716,6,True
2010-07-18,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1263,6,True
2010-07-25,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1159,6,True
2010-08-01,85123A,WHITE HANGING HEART T-LIGHT HOLDER,589,6,True
2010-08-08,85123A,WHITE HANGING HEART T-LIGHT HOLDER,543,6,True
2010-08-15,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1218,6,True
2010-08-22,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1686,6,True
2010-08-29,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1118,6,True
2010-09-05,85123A,WHITE HANGING HEART T-LIGHT HOLDER,863,5,True
2010-09-12,85123A,WHITE HANGING HEART T-LIGHT HOLDER,912,6,True
2010-09-19,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1048,6,True
2010-09-26,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1085,6,True
2010-10-03,85123A,WHITE HANGING HEART T-LIGHT HOLDER,898,6,True
2010-10-10,85123A,WHITE HANGING HEART T-LIGHT HOLDER,991,6,True
2010-10-17,85123A,WHITE HANGING HEART T-LIGHT HOLDER,998,6,True
2010-10-24,85123A,WHITE HANGING HEART T-LIGHT HOLDER,792,6,True
2010-10-31,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1140,6,True
2010-11-07,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1362,6,True
2010-11-14,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1608,6,True
2010-11-21,85123A,WHITE HANGING HEART T-LIGHT HOLDER,860,6,True
2010-11-28,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2016,6,True
2010-12-05,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1573,6,True
2010-12-12,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1045,6,True
2010-12-19,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1524,6,True
2010-12-26,85123A,WHITE HANGING HEART T-LIGHT HOLDER,197,4,False
2011-01-02,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,0,False
2011-01-09,85123A,WHITE HANGING HEART T-LIGHT HOLDER,973,5,True
2011-01-16,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3328,6,True
2011-01-23,85123A,WHITE HANGING HEART T-LIGHT HOLDER,658,6,True
2011-01-30,85123A,WHITE HANGING HEART T-LIGHT HOLDER,539,6,True
2011-02-06,85123A,WHITE HANGING HEART T-LIGHT HOLDER,586,6,True
2011-02-13,85123A,WHITE HANGING HEART T-LIGHT HOLDER,517,6,True
2011-02-20,85123A,WHITE HANGING HEART T-LIGHT HOLDER,365,6,True
2011-02-27,85123A,WHITE HANGING HEART T-LIGHT HOLDER,401,6,True
2011-03-06,85123A,WHITE HANGING HEART T-LIGHT HOLDER,380,6,True
2011-03-13,85123A,WHITE HANGING HEART T-LIGHT HOLDER,454,6,True
2011-03-20,85123A,WHITE HANGING HEART T-LIGHT HOLDER,464,6,True
2011-03-27,85123A,WHITE HANGING HEART T-LIGHT HOLDER,365,6,True
2011-04-03,85123A,WHITE HANGING HEART T-LIGHT HOLDER,582,6,True
2011-04-10,85123A,WHITE HANGING HEART T-LIGHT HOLDER,374,6,True
2011-04-17,85123A,WHITE HANGING HEART T-LIGHT HOLDER,474,6,True
2011-04-24,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2422,4,False
2011-05-01,85123A,WHITE HANGING HEART T-LIGHT HOLDER,375,4,False
2011-05-08,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1144,5,True
2011-05-15,85123A,WHITE HANGING HEART T-LIGHT HOLDER,861,6,True
2011-05-22,85123A,WHITE HANGING HEART T-LIGHT HOLDER,783,6,True
2011-05-29,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1026,6,True
2011-06-05,85123A,WHITE HANGING HEART T-LIGHT HOLDER,628,5,True
2011-06-12,85123A,WHITE HANGING HEART T-LIGHT HOLDER,389,6,True
2011-06-19,85123A,WHITE HANGING HEART T-LIGHT HOLDER,389,6,True
2011-06-26,85123A,WHITE HANGING HEART T-LIGHT HOLDER,236,6,True
2011-07-03,85123A,WHITE HANGING HEART T-LIGHT HOLDER,258,6,True
2011-07-10,85123A,WHITE HANGING HEART T-LIGHT HOLDER,258,6,True
2011-07-17,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1195,6,True
2011-07-24,85123A,WHITE HANGING HEART T-LIGHT HOLDER,716,6,True
2011-07-31,85123A,WHITE HANGING HEART T-LIGHT HOLDER,780,6,True
2011-08-07,85123A,WHITE HANGING HEART T-LIGHT HOLDER,441,6,True
2011-08-14,85123A,WHITE HANGING HEART T-LIGHT HOLDER,466,6,True
2011-08-21,85123A,WHITE HANGING HEART T-LIGHT HOLDER,296,6,True
2011-08-28,85123A,WHITE HANGING HEART T-LIGHT HOLDER,772,6,True
2011-09-04,85123A,WHITE HANGING HEART T-LIGHT HOLDER,394,5,True
2011-09-11,85123A,WHITE HANGING HEART T-LIGHT HOLDER,440,6,True
2011-09-18,85123A,WHITE HANGING HEART T-LIGHT HOLDER,658,6,True
2011-09-25,85123A,WHITE HANGING HEART T-LIGHT HOLDER,705,6,True
2011-10-02,85123A,WHITE HANGING HEART T-LIGHT HOLDER,398,6,True
2011-10-09,85123A,WHITE HANGING HEART T-LIGHT HOLDER,163,6,True
2011-10-16,85123A,WHITE HANGING HEART T-LIGHT HOLDER,679,6,True
2011-10-23,85123A,WHITE HANGING HEART T-LIGHT HOLDER,231,6,True
2011-10-30,85123A,WHITE HANGING HEART T-LIGHT HOLDER,444,6,True
2011-11-06,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1702,6,True
2011-11-13,85123A,WHITE HANGING HEART T-LIGHT HOLDER,575,6,True
2011-11-20,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1322,6,True
2011-11-27,85123A,WHITE HANGING HEART T-LIGHT HOLDER,897,6,True
2011-12-04,85123A,WHITE HANGING HEART T-LIGHT HOLDER,725,6,True
2011-12-11,85123A,WHITE HANGING HEART T-LIGHT HOLDER,649,5,True
